_key,league,date,reason
2024|LCK|LOLTMNT01_119481,LCK,2024-06-12 12:51:01,eligible
2024|LCK|LOLTMNT01_120436,LCK,2024-06-12 13:46:01,eligible
2024|LCK|LOLTMNT01_122073,LCK,2024-06-13 08:10:32,eligible
2024|LCK|LOLTMNT01_121156,LCK,2024-06-13 09:06:21,eligible
2024|LCK|LOLTMNT01_121204,LCK,2024-06-13 10:50:53,eligible
2024|LCK|LOLTMNT01_121238,LCK,2024-06-13 11:43:40,eligible
2024|LCK|LOLTMNT01_122184,LCK,2024-06-13 12:35:30,eligible
2024|LCK|LOLTMNT01_123488,LCK,2024-06-14 08:10:57,eligible
2024|LCK|LOLTMNT01_125494,LCK,2024-06-14 09:01:54,eligible
2024|LCK|LOLTMNT01_123547,LCK,2024-06-14 10:51:23,eligible
2024|LCK|LOLTMNT01_125566,LCK,2024-06-14 11:50:20,eligible
2024|LCK|LOLTMNT01_126054,LCK,2024-06-15 06:07:40,eligible
2024|LCK|LOLTMNT01_127037,LCK,2024-06-15 06:59:05,eligible
2024|LCK|LOLTMNT01_126081,LCK,2024-06-15 07:49:05,eligible
2024|LCK|LOLTMNT01_127114,LCK,2024-06-15 09:34:04,eligible
2024|LCK|LOLTMNT01_127122,LCK,2024-06-15 10:24:43,eligible
2024|LCK|LOLTMNT01_126176,LCK,2024-06-15 11:21:29,eligible
2024|LCK|LOLTMNT01_127469,LCK,2024-06-16 06:07:25,eligible
2024|LCK|LOLTMNT01_127475,LCK,2024-06-16 06:55:55,eligible
2024|LCK|LOLTMNT01_126521,LCK,2024-06-16 07:49:02,eligible
2024|LCK|LOLTMNT01_126562,LCK,2024-06-16 09:23:15,eligible
2024|LCK|LOLTMNT01_126571,LCK,2024-06-16 10:10:51,eligible
2024|LCK|LOLTMNT02_108451,LCK,2024-06-19 08:06:05,eligible
2024|LCK|LOLTMNT02_109469,LCK,2024-06-19 09:05:21,eligible
2024|LCK|LOLTMNT02_108532,LCK,2024-06-19 10:42:50,eligible
2024|LCK|LOLTMNT02_108563,LCK,2024-06-19 11:51:09,eligible
2024|LCK|LOLTMNT02_110020,LCK,2024-06-20 08:06:02,eligible
2024|LCK|LOLTMNT02_110032,LCK,2024-06-20 09:01:22,eligible
2024|LCK|LOLTMNT02_111045,LCK,2024-06-20 10:36:18,eligible
2024|LCK|LOLTMNT02_110137,LCK,2024-06-20 11:31:03,eligible
2024|LCK|LOLTMNT02_110673,LCK,2024-06-21 08:05:19,eligible
2024|LCK|LOLTMNT02_111598,LCK,2024-06-21 08:52:06,eligible
2024|LCK|LOLTMNT02_110747,LCK,2024-06-21 10:36:50,eligible
